symptoms,diagnoses 
"chill,cough,sore,throat,runny,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,runny,stuffy,ache,nausea,vomiting,diarrhea",flu
"nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,runny,nose,stuffy,ache,nausea,vomiting,diarrhea",flu
"headache,nausea,vomiting,diarrhea","flu,malaria,salmonella,covid"
"fever,headache,nausea,vomiting,diarrhea","flu,malaria,salmonella,covid"
"chill,headache,nausea,vomiting,diarrhea","flu,malaria,salmonella,covid"
"fever,chill,headache,nausea,vomiting,diarrhea","flu,malaria,salmonella,covid"
"cough,headache,nausea,vomiting,diarrhea","flu,malaria,covid"
"fever,cough,headache,nausea,vomiting,diarrhea","flu,malaria,covid"
"chill,cough,headache,nausea,vomiting,diarrhea","flu,malaria,covid"
"fever,chill,cough,headache,nausea,vomiting,diarrhea","flu,malaria,covid"
"sore,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"chill,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,chill,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"cough,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,cough,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"chill,cough,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,chill,cough,sore,headache,nausea,vomiting,diarrhea","flu,covid"
"throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"chill,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,chill,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"cough,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,cough,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"chill,cough,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,chill,cough,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"chill,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,chill,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"cough,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,cough,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"chill,cough,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"fever,chill,cough,sore,throat,headache,nausea,vomiting,diarrhea","flu,covid"
"runny,headache,nausea,vomiting,diarrhea",flu
"fever,runny,headache,nausea,vomiting,diarrhea",flu
"chill,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,runny,headache,nausea,vomiting,diarrhea",flu
"cough,runny,headache,nausea,vomiting,diarrhea",flu
"fever,cough,runny,headache,nausea,vomiting,diarrhea",flu
"chill,cough,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,runny,headache,nausea,vomiting,diarrhea",flu
"sore,runny,headache,nausea,vomiting,diarrhea",flu
"fever,sore,runny,headache,nausea,vomiting,diarrhea",flu
"chill,sore,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,runny,headache,nausea,vomiting,diarrhea",flu
"cough,sore,runny,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,runny,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,runny,headache,nausea,vomiting,diarrhea",flu
"throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,throat,runny,headache,nausea,vomiting,diarrhea",flu
"chill,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,runny,headache,nausea,vomiting,diarrhea",flu
"cough,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,runny,headache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,runny,headache,nausea,vomiting,diarrhea",flu
"sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,runny,headache,nausea,vomiting,diarrhea",flu
"nose,headache,nausea,vomiting,diarrhea",flu
"fever,nose,headache,nausea,vomiting,diarrhea",flu
"chill,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,nose,headache,nausea,vomiting,diarrhea",flu
"cough,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,nose,headache,nausea,vomiting,diarrhea",flu
"sore,nose,headache,nausea,vomiting,diarrhea",flu
"fever,sore,nose,headache,nausea,vomiting,diarrhea",flu
"chill,sore,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,nose,headache,nausea,vomiting,diarrhea",flu
"cough,sore,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,nose,headache,nausea,vomiting,diarrhea",flu
"throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,throat,nose,headache,nausea,vomiting,diarrhea",flu
"chill,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,nose,headache,nausea,vomiting,diarrhea",flu
"cough,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,nose,headache,nausea,vomiting,diarrhea",flu
"sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,nose,headache,nausea,vomiting,diarrhea",flu
"runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,runny,nose,headache,nausea,vomiting,diarrhea",flu
"cough,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,runny,nose,headache,nausea,vomiting,diarrhea",flu
"sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"cough,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,runny,nose,headache,nausea,vomiting,diarrhea",flu
"throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"cough,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,runny,nose,headache,nausea,vomiting,diarrhea",flu
"stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,stuffy,headache,nausea,vomiting,diarrhea",flu
"throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,stuffy,headache,nausea,vomiting,diarrhea",flu
"runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,runny,stuffy,headache,nausea,vomiting,diarrhea",flu
"nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,sore,throat,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"cough,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,cough,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,cough,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,chill,cough,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"sore,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"fever,sore,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
"chill,sore,runny,nose,stuffy,headache,nausea,vomiting,diarrhea",flu
